id;ANALFABETOS;ALFABETOS;PRIMARIA;NIVEL MEDIO;UNIVERSITARIOS;RAZA;SEXO
18089;775;5008;2829;1112;1067;3;2
18090;510;3606;1408;1013;1185;3;2
18091;841;5269;1820;2434;1015;3;2
18092;671;3192;1915;1145;132;3;2
18093;247;3359;1223;715;1421;3;2
18094;668;4725;2112;2267;346;3;2
18095;1577;4968;2312;696;1960;3;2
18096;1751;6402;1561;2786;2055;3;2
18097;145;3126;1397;927;802;3;2
18098;939;2766;2519;108;139;3;2
18099;1314;4480;14;1795;2671;3;2
18100;2565;4742;2234;2469;39;3;2
18101;2209;6555;2333;2825;1397;3;2
18102;1925;2985;1923;609;453;3;2
18103;1341;4094;431;2699;964;3;2
18104;2416;6242;2828;2649;765;3;2
18105;256;3054;26;2134;894;3;2
18106;2005;3784;2829;287;668;3;2
18107;316;2452;376;98;1978;3;2
18108;2512;4739;1622;2811;306;3;2
18109;958;3520;2634;432;454;3;2
18110;640;7093;2419;2005;2669;3;2
18111;1554;3661;1336;1308;1017;3;2
18112;1474;4959;2140;2656;163;3;2
18113;1911;3770;1355;1856;559;3;2
18114;1772;5375;2039;2579;757;3;2
18115;2628;4684;2111;896;1677;3;2
18116;2061;7023;2141;2159;2723;3;2
18117;1207;2982;151;2052;779;3;2
18118;962;3303;761;1534;1008;3;2
18119;2991;6317;2188;2179;1950;3;2
18120;753;5462;2826;1426;1210;3;2
18121;2997;2431;2138;138;155;3;2
18122;171;5345;720;1949;2676;3;2
18123;1587;2381;445;1099;837;3;2
18124;909;5050;1836;1842;1372;3;2
18125;541;3452;1076;1809;567;3;2
18126;2294;3748;1917;1315;516;3;2
18127;1381;3801;1017;2781;3;3;2
18128;989;5412;2348;825;2239;3;2
18129;908;3279;1781;728;770;3;2
18130;2714;6657;1885;2925;1847;3;2
18131;2049;3625;646;2931;48;3;2
18132;1024;6891;2704;2087;2100;3;2
18133;2816;4422;211;2585;1626;3;2
18134;348;3798;645;1091;2062;3;2
18135;259;3230;1117;382;1731;3;2
18136;350;5753;2560;2485;708;3;2
18137;510;3774;2437;1136;201;3;2
18138;2272;2693;211;1539;943;3;2
18139;1871;1701;459;256;986;3;2
18140;2526;2795;1681;991;123;3;2
18141;585;7432;2729;2983;1720;3;2
18142;1310;3102;154;2562;386;3;2
18143;739;4962;615;2607;1740;3;2
18144;1802;3046;345;140;2561;3;2
18145;2955;4750;1681;95;2974;3;2
18146;1015;5366;2300;652;2414;3;2
18147;2020;4196;1846;436;1914;3;2
18148;661;5099;314;2743;2042;3;2
18149;1843;5221;1931;1516;1774;3;2
18150;164;3613;543;219;2851;3;2
18151;2362;2239;329;221;1689;3;2
18152;2657;6103;2497;1930;1676;3;2
18153;725;6143;2744;1344;2055;3;2
18154;911;4444;2114;972;1358;3;2
18155;771;4520;2798;272;1450;3;2
18156;1931;4779;1689;626;2464;3;2
18157;2619;4005;2270;956;779;3;2
18158;1562;6969;1610;2966;2393;3;2
18159;2521;5791;951;2545;2295;3;2
18160;1057;5446;1545;2228;1673;3;2
18161;208;4126;540;1434;2152;3;2
18162;2067;5012;2735;1496;781;3;2
18163;732;3474;1596;930;948;3;2
18164;1578;4840;1688;1138;2014;3;2
18165;1275;6072;2652;844;2576;3;2
18166;2817;4373;2122;180;2071;3;2
18167;2646;2415;1340;788;287;3;2
18168;2668;4902;2089;1539;1274;3;2
18169;982;5528;1332;2844;1352;3;2
18170;1708;2945;369;1732;844;3;2
18171;293;4942;2146;397;2399;3;2
18172;999;3247;270;1581;1396;3;2
18173;549;5687;2503;1159;2025;3;2
18174;2460;5768;977;2957;1834;3;2
18175;1363;6047;2212;2240;1595;3;2
18176;1456;4522;1100;2462;960;3;2
18177;1101;6004;2477;2006;1521;3;2
18178;2927;6385;2639;2676;1070;3;2
18179;845;7389;2603;2648;2138;3;2
18180;2565;3310;1460;1698;152;3;2
18181;927;4166;1196;42;2928;3;2
18182;2250;4037;55;1329;2653;3;2
18183;1783;4072;155;2921;996;3;2
18184;2298;5668;931;2780;1957;3;2
18185;1155;4411;1371;1826;1214;3;2
18186;1936;3867;1908;1050;909;3;2
18187;1502;4502;2177;352;1973;3;2
18188;2086;7451;2183;2551;2717;3;2
18189;785;2872;2236;369;267;3;2
18190;718;2015;581;548;886;3;2
18191;669;4724;113;2895;1716;3;2
18192;948;5063;515;2108;2440;3;2
18193;2027;4892;604;1344;2944;3;2
18194;278;5283;1682;713;2888;3;2
18195;1601;3059;791;1302;966;3;2
18196;2686;6013;705;2337;2971;3;2
18197;215;4120;392;1393;2335;3;2
18198;2755;2155;784;800;571;3;2
18199;2853;5029;2233;680;2116;3;2
18200;2289;5745;2693;1929;1123;3;2
18201;911;2406;754;127;1525;3;2
18202;741;3847;1191;180;2476;3;2
18203;2487;6511;2837;1074;2600;3;2
18204;1367;3575;1791;772;1012;3;2
18205;2537;4675;1661;2826;188;3;2
18206;1631;4229;374;1884;1971;3;2
18207;337;2640;23;2468;149;3;2
18208;2288;3202;2;2633;567;3;2
18209;1526;3302;1362;1081;859;3;2
18210;914;3022;505;532;1985;3;2
18211;1642;4908;2229;2531;148;3;2
18212;444;2491;250;2124;117;3;2
18213;495;3718;886;1217;1615;3;2
18214;1371;3768;2083;1681;4;3;2
18215;2682;5073;1646;1370;2057;3;2
18216;1265;7078;1783;2984;2311;3;2
18217;1890;5586;2535;980;2071;3;2
18218;2726;5326;2806;960;1560;3;2
18219;2740;4959;2452;1950;557;3;2
18220;248;3787;2284;796;707;3;2
18221;759;8049;2405;2763;2881;3;2
18222;2784;3776;116;2715;945;3;2
18223;518;2370;616;785;969;3;2
18224;2585;2632;72;388;2172;3;2
18225;2031;4528;2413;1521;594;3;2
18226;2245;4442;927;1262;2253;3;2
18227;2260;2493;1434;185;874;3;2
18228;2129;2852;325;90;2437;3;2
18229;2935;4500;1179;1831;1490;3;2
18230;34;6804;1607;2869;2328;3;2
18231;2368;6866;2903;2571;1392;3;2
18232;1813;5340;1949;837;2554;3;2
18233;1293;4274;2371;928;975;3;2
18234;966;4867;2329;1821;717;3;2
18235;320;5007;1170;1664;2173;3;2
18236;1661;4611;1767;711;2133;3;2
18237;1670;4229;2785;211;1233;3;2
18238;304;3766;2220;173;1373;3;2
18239;2435;5075;1407;2720;948;3;2
18240;387;2038;336;388;1314;3;2
18241;213;4515;576;2391;1548;3;2
18242;1735;3789;398;1529;1862;3;2
18243;2364;5216;2355;1108;1753;3;2
18244;991;6555;1973;1973;2609;3;2
18245;2546;6490;1539;2461;2490;3;2
18246;996;3905;360;2344;1201;3;2
18247;212;5197;355;2592;2250;3;2
18248;2454;2770;1132;779;859;3;2
18249;1360;5226;2923;714;1589;3;2
18250;2557;3640;1249;365;2026;3;2
18251;1356;2313;427;799;1087;3;2
18252;909;5562;2689;1026;1847;3;2
18253;1693;6057;1379;1886;2792;3;2
18254;2322;4222;1059;2777;386;3;2
18255;1017;2714;648;572;1494;3;2
18256;612;3901;1027;1700;1174;3;2
18257;2889;5938;2845;656;2437;3;2
18258;115;1284;294;424;566;3;2
18259;2203;2197;1;1040;1156;3;2
18260;1054;3696;1118;1207;1371;3;2
18261;2212;5595;2706;771;2118;3;2
18262;377;5071;203;2348;2520;3;2
18263;1153;4652;2947;770;935;3;2
18264;742;2011;81;841;1089;3;2
18265;2511;4014;1302;1023;1689;3;2
18266;842;6446;2779;2369;1298;3;2
18267;1281;4911;1985;1550;1376;3;2
18268;1754;3022;1204;107;1711;3;2
18269;2022;4336;2213;2022;101;3;2
18270;12;5791;2829;2007;955;3;2
18271;1895;2767;1498;816;453;3;2
18272;1011;2290;412;791;1087;3;2
18273;2541;4443;874;2496;1073;3;2
18274;2562;2542;2175;170;197;3;2
18275;2059;7169;1907;2376;2886;3;2
18276;2284;4600;1059;1621;1920;3;2
18277;2655;4109;332;2332;1445;3;2
18278;2277;5044;1426;2493;1125;3;2
18279;1956;3860;896;1870;1094;3;2
18280;524;5000;2045;2862;93;3;2
18281;812;1951;839;534;578;3;2
18282;1746;2001;967;856;178;3;2
18283;2328;6988;1657;2507;2824;3;2
18284;2693;3939;549;1089;2301;3;2
18285;2060;2855;648;1717;490;3;2
18286;66;4783;1562;499;2722;3;2
18287;1221;7261;2145;2753;2363;3;2
18288;102;7174;2712;2531;1931;3;2
18289;1378;3242;62;2955;225;3;2
18290;361;5644;2565;307;2772;3;2
18291;1357;4963;1921;1653;1389;3;2
18292;38;5213;2283;1813;1117;3;2
18293;212;6295;2490;2723;1082;3;2
18294;1015;3150;1213;34;1903;3;2
18295;1319;1903;121;664;1118;3;2
18296;626;5398;1989;1009;2400;3;2
18297;2177;2848;537;1459;852;3;2
18298;795;6734;2730;2035;1969;3;2
18299;2679;7483;2346;2537;2600;3;2
18300;113;5525;2592;270;2663;3;2
18301;1752;4902;431;2544;1927;3;2
18302;697;5846;2447;2051;1348;3;2
18303;1075;6898;2225;1719;2954;3;2
18304;1091;4235;591;1582;2062;3;2
18305;2749;3578;1755;1531;292;3;2
18306;231;4354;2167;147;2040;3;2
18307;1020;3862;1752;91;2019;3;2
18308;676;2729;404;1853;472;3;2
18309;2178;4048;655;1894;1499;3;2
18310;2749;5004;1113;1708;2183;3;2
18311;2386;4022;2491;172;1359;3;2
18312;568;7076;2786;2240;2050;3;2
18313;595;4981;2071;267;2643;3;2
18314;1690;5218;2123;1881;1214;3;2
18315;47;6225;2678;2078;1469;3;2
18316;1774;5711;2704;550;2457;3;2
18317;2500;5279;1939;825;2515;3;2
18318;1895;3562;117;2321;1124;3;2
18319;2598;5043;2221;690;2132;3;2
18320;2257;4413;1523;1856;1034;3;2
18321;202;4545;2666;435;1444;3;2
18322;317;5791;2733;918;2140;3;2
18323;2672;4288;1089;1002;2197;3;2
18324;1170;5345;1620;1003;2722;3;2
18325;494;6474;2220;1968;2286;3;2
18326;656;5400;786;1950;2664;3;2
18327;1815;2866;1301;1441;124;3;2
18328;1632;1761;236;1523;2;3;2
18329;589;5198;2216;2505;477;3;2
18330;1552;3639;617;88;2934;3;2
18331;456;6003;2524;1964;1515;3;2
18332;2047;2335;712;898;725;3;2
18333;889;3453;1275;1003;1175;3;2
18334;2787;3714;1090;2110;514;3;2
18335;1195;4118;1102;921;2095;3;2
18336;702;2668;823;1724;121;3;2
18337;639;7299;2802;2580;1917;3;2
18338;1299;7522;2272;2419;2831;3;2
18339;641;4259;1651;446;2162;3;2
18340;1661;4485;2215;648;1622;3;2
18341;763;4789;1978;1915;896;3;2
18342;1647;3306;1033;1165;1108;3;2
18343;955;5917;2394;2017;1506;3;2
18344;1540;4150;650;709;2791;3;2
18345;2096;2704;155;1530;1019;3;2
18346;1065;4733;1568;2941;224;3;2
18347;1107;3189;1735;38;1416;3;2
18348;1428;1414;200;679;535;3;2
18349;1483;3265;2059;1043;163;3;2
18350;1605;3255;721;2459;75;3;2
18351;1549;4426;562;1748;2116;3;2
18352;880;4859;2194;374;2291;3;2
18353;1308;3583;1754;1278;551;3;2
18354;2770;5099;2430;2426;243;3;2
18355;2350;3229;758;476;1995;3;2
18356;2636;5956;2967;208;2781;3;2
18357;448;4113;2053;459;1601;3;2
18358;1533;5908;2180;1079;2649;3;2
18359;1958;5691;290;2517;2884;3;2
18360;1244;3641;394;992;2255;3;2
18361;139;2732;1247;88;1397;3;2
18362;1222;5359;1051;2875;1433;3;2
18363;934;5764;2871;1271;1622;3;2
18364;1190;3585;370;1533;1682;3;2
18365;353;6543;2796;899;2848;3;2
18366;1254;3917;2831;266;820;3;2
18367;1991;4432;1409;2132;891;3;2
18368;1714;5449;1864;1497;2088;3;2
18369;2098;6672;2148;2947;1577;3;2
18370;1058;5985;2442;2941;602;3;2
18371;2366;4664;1574;1247;1843;3;2
18372;2407;6710;2029;2219;2462;3;2
18373;2233;3619;2506;780;333;3;2
18374;2854;3254;1645;319;1290;3;2
18375;1435;4049;1159;1568;1322;3;2
18376;422;5863;1179;2609;2075;3;2
18377;1790;7278;2301;2184;2793;3;2
18378;2018;1442;387;1003;52;3;2
18379;569;5454;1958;500;2996;3;2
18380;2645;3520;501;2599;420;3;2
18381;2790;6820;2085;2995;1740;3;2
18382;1486;5099;2556;2363;180;3;2
18383;2342;3820;1006;2676;138;3;2
18384;1187;4895;683;2100;2112;3;2
18385;178;6425;2007;1598;2820;3;2
18386;2222;5712;2771;800;2141;3;2
18387;2130;4915;2765;2013;137;3;2
18388;2538;3410;1;1028;2381;3;2
18389;366;6293;2940;693;2660;3;2
18390;2737;4133;1272;1418;1443;3;2
18391;209;6020;1301;2162;2557;3;2
18392;62;3750;2605;609;536;3;2
18393;2724;2765;2189;81;495;3;2
18394;656;5662;2169;1083;2410;3;2
18395;2526;5526;1616;1398;2512;3;2
18396;2892;4579;2406;40;2133;3;2
18397;2805;4232;1808;2298;126;3;2
18398;2405;5731;1362;2986;1383;3;2
18399;1390;4292;500;2992;800;3;2
18400;1749;4352;1639;584;2129;3;2
18401;2997;4392;357;1548;2487;3;2
18402;1932;4135;1975;272;1888;3;2
18403;1255;2516;1603;778;135;3;2
18404;931;3634;537;2014;1083;3;2
18405;2507;5340;2544;150;2646;3;2
18406;1700;4126;1652;1797;677;3;2
18407;2452;6191;1958;1350;2883;3;2
18408;1806;3554;58;2061;1435;3;2
18409;2862;2094;979;914;201;3;2
18410;2614;4090;2673;1047;370;3;2
18411;137;4047;2808;256;983;3;2
18412;518;4515;2326;215;1974;3;2
18413;2610;4082;2052;993;1037;3;2
18414;1343;3077;2629;322;126;3;2
18415;2695;7220;2295;2180;2745;3;2
18416;1210;4091;266;1048;2777;3;2
18417;695;2967;1581;285;1101;3;2
18418;873;6696;1821;2043;2832;3;2
18419;567;4232;1249;2844;139;3;2
18420;1359;2570;38;2473;59;3;2
18421;605;3377;2490;318;569;3;2
18422;1925;5248;1944;1584;1720;3;2
18423;1824;2529;487;1287;755;3;2
18424;2374;4277;1334;2494;449;3;2
18425;1908;7168;2137;2048;2983;3;2
18426;367;7435;2439;2117;2879;3;2
18427;2844;5056;1849;2489;718;3;2
18428;2770;2795;1722;1027;46;3;2
18429;400;4360;1063;2323;974;3;2
18430;1230;2038;815;692;531;3;2
18431;2554;2278;830;1378;70;3;2
18432;1679;5511;2367;2306;838;3;2
18433;1865;1941;165;69;1707;3;2
18434;1793;1584;119;85;1380;3;2
18435;376;3919;313;2908;698;3;2
18436;644;4585;2597;955;1033;3;2
18437;517;5243;1216;2810;1217;3;2
18438;1040;3389;358;788;2243;3;2
18439;765;4798;2750;700;1348;3;2
18440;1651;5023;2398;512;2113;3;2
18441;229;5095;2835;2191;69;3;2
18442;1898;8176;2823;2550;2803;3;2
18443;1057;6241;2323;2623;1295;3;2
18444;1536;7051;2006;2801;2244;3;2
18445;1188;5175;848;1691;2636;3;2
18446;1761;2417;98;979;1340;3;2
18447;77;5284;2259;2665;360;3;2
18448;2922;5533;2256;2486;791;3;2
18449;2668;3543;1938;159;1446;3;2
18450;1273;5115;2414;1433;1268;3;2
18451;1962;3941;1715;2032;194;3;2
18452;1255;4949;1513;2731;705;3;2
18453;1053;7373;2770;2517;2086;3;2
18454;246;6780;1321;2781;2678;3;2
18455;824;5832;1002;2787;2043;3;2
18456;878;5405;1878;1783;1744;3;2
18457;1382;5050;2591;2136;323;3;2
18458;2908;3458;293;821;2344;3;2
18459;827;3157;464;904;1789;3;2
18460;651;4035;572;2030;1433;3;2
18461;2392;3824;248;1441;2135;3;2
18462;368;3004;130;192;2682;3;2
18463;2837;4595;2691;1216;688;3;2
18464;1924;6437;2037;1569;2831;3;2
18465;661;1375;1071;244;60;3;2
18466;1169;2212;1409;255;548;3;2
18467;1821;3564;2555;203;806;3;2
18468;2717;4158;337;2715;1106;3;2
18469;2636;3541;185;1422;1934;3;2
18470;1105;4294;1813;1069;1412;3;2
18471;822;3841;1196;1149;1496;3;2
18472;1918;2908;164;2613;131;3;2
18473;329;5848;2412;964;2472;3;2
18474;563;4668;1137;1617;1914;3;2
18475;1660;4435;107;2757;1571;3;2
18476;2047;7219;2896;2544;1779;3;2
18477;2339;3408;2394;826;188;3;2
18478;1887;3753;2851;627;275;3;2
18479;2179;5347;2535;2270;542;3;2
18480;1963;5044;2450;1735;859;3;2
18481;1814;4289;1053;1786;1450;3;2
18482;1470;5955;1291;2520;2144;3;2
18483;65;3140;1293;168;1679;3;2
18484;432;5778;1851;2701;1226;3;2
18485;852;4474;1181;1682;1611;3;2
18486;1239;3691;878;547;2266;3;2
18487;582;2710;530;806;1374;3;2
18488;1939;4463;652;2153;1658;3;2
18489;627;6426;2411;2169;1846;3;2
18490;1907;1893;1591;81;221;3;2
18491;2940;5535;1160;1424;2951;3;2
18492;1712;5286;2807;340;2139;3;2
18493;18;2704;560;1478;666;3;2
18494;1734;4977;2329;947;1701;3;2
18495;108;4050;1316;1997;737;3;2
18496;2699;7599;1890;2709;3000;3;2
18497;1896;5564;2421;2316;827;3;2
18498;1430;4240;1804;80;2356;3;2
18499;2973;6688;2847;2572;1269;3;2
18500;2443;5395;1886;1941;1568;3;2
18501;260;2520;987;1501;32;3;2
18502;1308;3724;691;2629;404;3;2
18503;1295;4443;2032;104;2307;3;2
18504;2300;5189;2669;1135;1385;3;2
18505;1544;3913;2545;274;1094;3;2
18506;2318;4566;2834;1560;172;3;2
18507;2990;2642;595;1858;189;3;2
18508;1182;5234;435;2513;2286;3;2
18509;2999;6781;2704;1477;2600;3;2
18510;961;4626;414;2563;1649;3;2
18511;2868;3509;376;583;2550;3;2
18512;208;4549;2065;899;1585;3;2
18513;1283;4841;440;2913;1488;3;2
18514;1662;5792;1374;2048;2370;3;2
18515;1623;2137;1153;940;44;3;2
18516;2590;4730;2577;924;1229;3;2
18517;2927;3808;420;1402;1986;3;2
18518;1323;2873;421;2420;32;3;2
18519;2273;4754;1488;1282;1984;3;2
18520;2104;5599;2694;2752;153;3;2
18521;468;3648;373;1501;1774;3;2
18522;483;2062;983;661;418;3;2
18523;2285;3733;1430;1624;679;3;2
18524;1353;4431;2241;1351;839;3;2
18525;715;5142;2873;544;1725;3;2
18526;752;5726;2122;1245;2359;3;2
18527;2771;2581;1287;337;957;3;2
18528;2241;6240;1604;2412;2224;3;2
18529;911;3581;1008;849;1724;3;2
18530;1976;6782;2956;1860;1966;3;2
18531;880;3743;686;564;2493;3;2
18532;355;3099;234;1158;1707;3;2
18533;2060;3327;1532;837;958;3;2
18534;153;7184;1668;2997;2519;3;2
18535;1873;4010;1020;1793;1197;3;2
18536;261;1819;1219;422;178;3;2
18537;2111;7075;2519;2757;1799;3;2
18538;2398;5691;2985;1680;1026;3;2
18539;476;3199;506;1487;1206;3;2
18540;1212;3886;2162;842;882;3;2
18541;2588;2790;318;1551;921;3;2
18542;2304;4586;106;2886;1594;3;2
18543;2926;4138;1195;981;1962;3;2
18544;1918;5380;1223;1792;2365;3;2
18545;1451;7125;2373;2415;2337;3;2
18546;2390;6186;722;2857;2607;3;2
18547;314;4926;2751;227;1948;3;2
18548;2660;3383;1624;603;1156;3;2
18549;1520;5111;913;1910;2288;3;2
18550;625;3181;2909;105;167;3;2
18551;884;5692;2448;440;2804;3;2
18552;824;5145;1766;1591;1788;3;2
18553;86;4166;2949;130;1087;3;2
18554;268;6722;1474;2372;2876;3;2
18555;1782;4316;619;2852;845;3;2
18556;1012;3019;2076;207;736;3;2
18557;2225;5654;2004;1851;1799;3;2
18558;281;4581;1436;499;2646;3;2
18559;2319;6693;2659;1204;2830;3;2
18560;497;3282;1095;108;2079;3;2
18561;1496;7693;2667;2221;2805;3;2
18562;3000;5686;1313;2604;1769;3;2
18563;559;4837;2547;936;1354;3;2
18564;841;6519;2895;2526;1098;3;2
18565;2832;4455;1948;459;2048;3;2
18566;2505;3965;534;2687;744;3;2
18567;1987;4941;1575;972;2394;3;2
18568;2160;5272;1945;693;2634;3;2
18569;2665;2765;654;945;1166;3;2
18570;405;6701;2565;2250;1886;3;2
18571;2096;4265;77;2511;1677;3;2
18572;2096;3863;149;1491;2223;3;2
18573;251;7285;2998;1696;2591;3;2
18574;1231;2045;710;519;816;3;2
18575;2233;4959;1732;2665;562;3;2
18576;1743;4028;1148;1265;1615;3;2
18577;2127;6635;2940;2255;1440;3;2
18578;1998;2840;1173;659;1008;3;2
18579;815;3434;632;357;2445;3;2
18580;1719;4067;1627;269;2171;3;2
18581;2358;5648;1182;2273;2193;3;2
18582;115;6318;868;2569;2881;3;2
18583;637;5243;1597;1330;2316;3;2
18584;2319;3757;2321;650;786;3;2
18585;1454;3502;1852;1037;613;3;2
18586;540;6738;1589;2851;2298;3;2
18587;64;4146;1540;822;1784;3;2
18588;1728;4645;952;981;2712;3;2
18589;1201;1092;267;228;597;3;2
18590;495;4111;1113;2494;504;3;2
18591;1599;3515;1533;1601;381;3;2
18592;2494;2905;989;45;1871;3;2
18593;1471;8229;2958;2511;2760;3;2
18594;1040;5212;2515;362;2335;3;2
18595;1502;6350;2743;2771;836;3;2
18596;2972;3679;2120;1142;417;3;2
18597;560;6902;1659;2712;2531;3;2
18598;1612;149;43;75;31;3;2
18599;2783;6441;2382;1219;2840;3;2
18600;2376;4875;1133;2254;1488;3;2
18601;2662;5855;2147;2466;1242;3;2
18602;1722;4164;1787;1910;467;3;2
18603;1396;4511;1293;725;2493;3;2
18604;2210;4107;2738;139;1230;3;2
18605;1089;3339;1192;943;1204;3;2
18606;2406;6718;2616;1137;2965;3;2
18607;2942;6590;2987;2543;1060;3;2
18608;86;4252;417;1072;2763;3;2
18609;2139;3705;2151;656;898;3;2
18610;638;4618;2865;1078;675;3;2
18611;1464;5176;2019;2324;833;3;2
18612;1106;3537;1857;251;1429;3;2
18613;2635;6192;1880;2361;1951;3;2
18614;2251;5245;1545;2507;1193;3;2
18615;2785;5566;2212;2828;526;3;2
18616;1968;7047;1630;2423;2994;3;2
18617;2733;3379;689;1349;1341;3;2
18618;422;3965;2730;448;787;3;2
18619;2631;4646;1295;517;2834;3;2
18620;1810;4749;2653;1778;318;3;2
18621;1477;3456;1380;1969;107;3;2
18622;2342;5654;1896;1536;2222;3;2
18623;1340;4507;1392;1231;1884;3;2
18624;2871;5554;1018;2813;1723;3;2
18625;910;4796;1474;1803;1519;3;2
18626;1628;2077;884;929;264;3;2
18627;878;2539;995;184;1360;3;2
18628;1498;3386;29;1010;2347;3;2
18629;1627;4157;926;2776;455;3;2
18630;308;6784;1496;2558;2730;3;2
18631;1493;4352;183;1897;2272;3;2
18632;1632;5913;2012;2564;1337;3;2
18633;680;1669;1349;267;53;3;2
18634;1172;4148;884;1866;1398;3;2
18635;2753;5835;1333;2171;2331;3;2
18636;443;4575;1957;1631;987;3;2
18637;2687;1581;1121;260;200;3;2
18638;1471;7323;2783;2365;2175;3;2
18639;176;6217;2395;2337;1485;3;2
18640;2553;5363;1329;2533;1501;3;2
18641;807;4567;1969;1964;634;3;2
18642;1884;5220;1752;1316;2152;3;2
18643;308;6369;2845;2918;606;3;2
18644;956;3596;475;2278;843;3;2
18645;2827;4438;2072;643;1723;3;2
18646;1220;4867;315;2050;2502;3;2
18647;2089;4705;430;2214;2061;3;2
18648;1065;2542;896;505;1141;3;2
18649;2148;2104;182;1716;206;3;2
18650;2740;6030;871;2532;2627;3;2
18651;2078;4874;1563;1770;1541;3;2
18652;2086;4335;2706;987;642;3;2
18653;2516;4689;1628;1403;1658;3;2
18654;1640;2829;1587;1017;225;3;2
18655;1548;3810;1265;2377;168;3;2
18656;342;4432;43;2225;2164;3;2
18657;2165;6070;2980;1939;1151;3;2
18658;322;4002;2955;544;503;3;2
18659;955;7869;2583;2316;2970;3;2
18660;2202;3696;36;1896;1764;3;2
18661;1014;5031;1703;1710;1618;3;2
18662;2958;2771;195;1581;995;3;2
18663;2732;3492;711;1058;1723;3;2
18664;2523;3596;2633;889;74;3;2
18665;1072;3332;192;2542;598;3;2
18666;682;3075;1376;152;1547;3;2
18667;2397;4639;1966;830;1843;3;2
18668;355;5215;2356;554;2305;3;2
18669;1557;6845;2537;2968;1340;3;2
18670;516;5834;2196;922;2716;3;2
18671;3000;5159;870;1603;2686;3;2
18672;2334;3642;1509;1638;495;3;2
18673;1261;2015;1239;158;618;3;2
18674;1831;2048;1511;216;321;3;2
18675;958;4658;2935;392;1331;3;2
18676;1595;5537;2160;920;2457;3;2
18677;2114;4394;2470;1641;283;3;2
18678;2743;7512;2867;2067;2578;3;2
18679;364;2612;448;216;1948;3;2
18680;2995;4340;1902;1914;524;3;2
18681;952;3114;787;1440;887;3;2
18682;1125;4589;1639;699;2251;3;2
18683;334;4999;644;2946;1409;3;2
18684;1420;7135;2764;1802;2569;3;2
18685;549;3071;1234;547;1290;3;2
18686;2398;3833;848;532;2453;3;2
18687;2308;3136;1245;1200;691;3;2
18688;2381;5104;2296;227;2581;3;2
18689;2067;5606;449;2200;2957;3;2
18690;1649;4014;326;1747;1941;3;2
18691;2375;4626;2437;1914;275;3;2
18692;1998;4022;835;873;2314;3;2
18693;2251;4996;2150;729;2117;3;2
18694;855;6560;2746;2621;1193;3;2
18695;1109;3454;279;1174;2001;3;2
18696;1032;5798;2375;2204;1219;3;2
18697;1071;5738;1604;1757;2377;3;2
18698;1162;6851;2646;1629;2576;3;2
18699;2947;5871;2000;2204;1667;3;2
18700;947;3248;2016;355;877;3;2
18701;1642;3671;679;1512;1480;3;2
18702;2821;6235;2871;1459;1905;3;2
18703;2943;5678;1721;2052;1905;3;2
18704;644;5039;1829;1536;1674;3;2
18705;1187;4401;1719;1151;1531;3;2
18706;381;6434;2390;2150;1894;3;2
18707;135;2574;289;1326;959;3;2
18708;1120;4868;1034;1042;2792;3;2
18709;2417;5383;2175;223;2985;3;2
18710;2068;4021;174;1989;1858;3;2
18711;1264;5310;636;2722;1952;3;2
18712;1433;4001;306;1236;2459;3;2
18713;678;4006;2438;963;605;3;2
18714;861;3779;270;963;2546;3;2
18715;28;2619;104;1706;809;3;2
18716;449;4815;2245;1735;835;3;2
18717;498;6892;2504;2549;1839;3;2
18718;435;4735;1636;2917;182;3;2
18719;2884;6287;1120;2689;2478;3;2
18720;2294;4725;2344;1498;883;3;2
18721;376;3281;1488;515;1278;3;2
18722;2187;4501;202;2422;1877;3;2
18723;2051;5101;1260;899;2942;3;2
18724;335;4882;1854;2936;92;3;2
18725;2912;4776;2796;860;1120;3;2
18726;2442;3992;1124;475;2393;3;2
18727;14;3285;618;575;2092;3;2
18728;2043;6931;2786;2638;1507;3;2
18729;387;7654;2259;2411;2984;3;2
18730;67;4149;1862;2113;174;3;2
18731;1680;6283;1557;1758;2968;3;2
18732;1297;6124;1670;2205;2249;3;2
18733;2729;5771;1372;1753;2646;3;2
18734;1560;3895;2913;397;585;3;2
18735;920;7672;2998;2330;2344;3;2
18736;1783;3655;998;1131;1526;3;2
18737;2599;3404;1564;1445;395;3;2
18738;2896;3964;2783;730;451;3;2
18739;2733;6276;2343;1083;2850;3;2
18740;2602;5062;2395;826;1841;3;2
18741;702;5941;825;2553;2563;3;2
18742;2940;2356;227;1533;596;3;2
18743;2579;4678;578;2289;1811;3;2
18744;2367;5202;2052;2466;684;3;2
18745;1386;6418;2584;1275;2559;3;2
18746;2038;2978;190;1582;1206;3;2
18747;434;3145;462;330;2353;3;2
18748;1473;4234;539;2287;1408;3;2
18749;1624;5094;2348;1671;1075;3;2
18750;297;5520;1293;2589;1638;3;2
18751;130;4260;2471;999;790;3;2
18752;1750;4395;1369;1844;1182;3;2
18753;1680;4593;1250;2938;405;3;2
18754;1856;5028;2936;1426;666;3;2
18755;1707;1484;285;40;1159;3;2
18756;1414;5175;2845;1771;559;3;2
18757;543;2804;2400;10;394;3;2
18758;254;2644;1515;1004;125;3;2
18759;2444;4291;1260;1524;1507;3;2
18760;240;4546;2909;765;872;3;2
18761;1537;4613;1295;972;2346;3;2
